tree_id,node_id,parent_id,depth,edge_label,full_path,n_children,n_terminal_here,n_measures_subtree,is_branch_point,examples
648,3,0,1,size of enterprise,number > of > accidents > at > work > by > nace > rev > 1 > 1 > activity > and > size > of > enterprise,0,1,1,False,Number of accidents at work by NACE Rev. 1.1 activity and size of enterprise
649,0,-1,0,part of body injured and severity,number > of > accidents > at > work > by > part > of > body > injured > and > severity,0,1,1,False,Number of accidents at work by part of body injured and severity
650,0,-1,0,accounts linked to cpa categories,number > of > accounts > linked > to > cpa > categories,0,1,1,False,Number of accounts linked to CPA categories
651,0,-1,0,airports,number > of > airports,0,1,1,False,Number of airports
652,0,-1,0,bed places,number > of > bed > places,1,1,3,False,Number of bed-places | Number of bed places in hotels and similar accommodation | Number of bed places in hotels and similar accomodation
652,1,0,1,in hotels and similar,number > of > bed > places > in > hotels > and > similar,2,0,2,True,Number of bed places in hotels and similar accommodation | Number of bed places in hotels and similar accomodation
652,2,1,2,accommodation,number > of > bed > places > in > hotels > and > similar > accommodation,0,1,1,False,Number of bed places in hotels and similar accommodation
652,3,1,2,accomodation,number > of > bed > places > in > hotels > and > similar > accomodation,0,1,1,False,Number of bed places in hotels and similar accomodation
653,0,-1,0,bovine animals,number > of > bovine > animals,0,1,1,False,Number of bovine animals
654,0,-1,0,branches in non eea countries,number > of > branches > in > non > eea > countries,0,1,1,False,Number of branches in non-EEA countries
655,0,-1,0,compulsory schooling years,number > of > compulsory > schooling > years,0,1,1,False,Number of compulsory schooling years
656,0,-1,0,dairy cows,number > of > dairy > cows,0,1,1,False,Number of dairy cows
657,0,-1,0,enterprises carrying out cross border trade by,number > of > enterprises > carrying > out > cross > border > trade > by,3,0,3,True,Number of enterprises carrying out cross border trade by employment size class | Number of enterprises carrying out cross border trade by reasons for cross border trade and employment size class | Number of enterprises carrying out cross border trade by type of cross border trade and employment size class
657,1,0,1,employment size class,number > of > enterprises > carrying > out > cross > border > trade > by > employment > size > class,0,1,1,False,Number of enterprises carrying out cross border trade by employment size class
657,2,0,1,reasons for cross border trade and employment size class,number > of > enterprises > carrying > out > cross > border > trade > by > reasons > for > cross > border > trade > and > employment > size > class,0,1,1,False,Number of enterprises carrying out cross border trade by reasons for cross border trade and employment size class
657,3,0,1,type of cross border trade and employment size class,number > of > enterprises > carrying > out > cross > border > trade > by > type > of > cross > border > trade > and > employment > size > class,0,1,1,False,Number of enterprises carrying out cross border trade by type of cross border trade and employment size class
658,0,-1,0,establishments and bed places,number > of > establishments > and > bed > places,0,1,1,False,Number of establishments and bed-places
659,0,-1,0,known species,number > of > known > species,0,1,1,False,Number of known species
660,0,-1,0,loans and advances to customers linked to cpa categories,number > of > loans > and > advances > to > customers > linked > to > cpa > categories,0,1,1,False,Number of loans and advances to customers linked to CPA categories
661,0,-1,0,pigs,number > of > pigs,0,1,1,False,Number of pigs
662,0,-1,0,principal ports,number > of > principal > ports,0,1,1,False,Number of principal ports
663,0,-1,0,railway vehicles per type,number > of > railway > vehicles > per > type,0,1,1,False,Number of railway vehicles per type
664,0,-1,0,sheep,number > of > sheep,0,1,1,False,Number of sheep
665,0,-1,0,ships of,number > of > ships > of,2,0,2,True,Number of ships of 1000 grt and over by type | Number of ships of 300 grt and over
665,1,0,1,1000 grt and over by type,number > of > ships > of > 1000 > grt > and > over > by > type,0,1,1,False,Number of ships of 1000 grt and over by type
665,2,0,1,300 grt and over,number > of > ships > of > 300 > grt > and > over,0,1,1,False,Number of ships of 300 grt and over
666,0,-1,0,work related health problems by diagnosis group sex and number of complaints per victim,number > of > work > related > health > problems > by > diagnosis > group > sex > and > number > of > complaints > per > victim,0,1,1,False,"Number of work-related health problems by diagnosis group, sex and number of complaints per victim"
667,0,-1,0,oats,oats,1,0,1,False,"Oats and spring cereal mixtures by area, production and humidity"
667,1,0,1,and spring cereal mixtures by area production and humidity,oats > and > spring > cereal > mixtures > by > area > production > and > humidity,0,1,1,False,"Oats and spring cereal mixtures by area, production and humidity"
668,0,-1,0,obesity,obesity,1,0,1,False,Obesity rate by body mass index (BMI)
668,1,0,1,rate by body mass index bmi,obesity > rate > by > body > mass > index > bmi,0,1,1,False,Obesity rate by body mass index (BMI)
669,0,-1,0,occupants,occupants,1,0,1,False,Occupants by type of housing
669,1,0,1,by type of housing,occupants > by > type > of > housing,0,1,1,False,Occupants by type of housing
670,0,-1,0,occupied,occupied,1,0,5,False,"Occupied conventional dwellings by households, by number of rooms | Occupied conventional dwellings by number of rooms | Occupied conventional dwellings by presence of comfort characteristics"
670,1,0,1,conventional dwellings by,occupied > conventional > dwellings > by,4,0,5,True,"Occupied conventional dwellings by households, by number of rooms | Occupied conventional dwellings by number of rooms | Occupied conventional dwellings by presence of comfort characteristics"
670,2,1,2,households by number of rooms,occupied > conventional > dwellings > by > households > by > number > of > rooms,0,1,1,False,"Occupied conventional dwellings by households, by number of rooms"
670,3,1,2,number of rooms,occupied > conventional > dwellings > by > number > of > rooms,0,1,1,False,Occupied conventional dwellings by number of rooms
670,4,1,2,presence of comfort characteristics,occupied > conventional > dwellings > by > presence > of > comfort > characteristics,0,1,1,False,Occupied conventional dwellings by presence of comfort characteristics
670,5,1,2,tenure status and,occupied > conventional > dwellings > by > tenure > status > and,2,0,2,True,Occupied conventional dwellings by tenure status and amenities | Occupied conventional dwellings by tenure status and period of construction
670,6,5,3,amenities,occupied > conventional > dwellings > by > tenure > status > and > amenities,0,1,1,False,Occupied conventional dwellings by tenure status and amenities
670,7,5,3,period of construction,occupied > conventional > dwellings > by > tenure > status > and > period > of > construction,0,1,1,False,Occupied conventional dwellings by tenure status and period of construction
671,0,-1,0,official,official,1,0,1,False,Official development assistance as share of gross national income
671,1,0,1,development assistance as share of gross national income,official > development > assistance > as > share > of > gross > national > income,0,1,1,False,Official development assistance as share of gross national income
672,0,-1,0,oil,oil,1,0,1,False,Oil pipeline enterprises
672,1,0,1,pipeline enterprises,oil > pipeline > enterprises,0,1,1,False,Oil pipeline enterprises
673,0,-1,0,old,old,1,0,1,False,Old-age-dependency ratio
673,1,0,1,age dependency ratio,old > age > dependency > ratio,0,1,1,False,Old-age-dependency ratio
674,0,-1,0,olive,olive,1,0,3,False,Olive trees - Area by age and density classes (area in ha) | Olive trees - Area by age classes (area in ha) | Olive trees - Area by density classes (area in ha)
674,1,0,1,trees area by,olive > trees > area > by,2,0,3,True,Olive trees - Area by age and density classes (area in ha) | Olive trees - Area by age classes (area in ha) | Olive trees - Area by density classes (area in ha)
674,2,1,2,age,olive > trees > area > by > age,2,0,2,True,Olive trees - Area by age and density classes (area in ha) | Olive trees - Area by age classes (area in ha)
674,3,2,3,and density classes area in ha,olive > trees > area > by > age > and > density > classes > area > in > ha,0,1,1,False,Olive trees - Area by age and density classes (area in ha)
674,4,2,3,classes area in ha,olive > trees > area > by > age > classes > area > in > ha,0,1,1,False,Olive trees - Area by age classes (area in ha)
