domain,code,title
"Science, technology, digital society",tin00101,Individuals using the internet for seeking health-related information
"Science, technology, digital society",tin00102,Individuals using the internet for looking for a job or sending a job application
"Science, technology, digital society",tin00127,Individuals using the internet for participating in social networks
"Science, technology, digital society",tin00098,Individuals using the internet for selling goods or services
"Science, technology, digital society",tin00095,Individuals using the internet for finding information about goods and services
"Science, technology, digital society",tin00103,Individuals using the internet for doing an online course
"Science, technology, digital society",tin00094,Individuals using the internet for sending/receiving e-mails
"Science, technology, digital society",tin00099,Individuals using the internet for internet banking
"Science, technology, digital society",tin00096,Individuals using the internet for buying goods or services
"Science, technology, digital society",tgs00052,Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 region
"Science, technology, digital society",isoc_r_cux_i,Individuals who have never used a computer
"Science, technology, digital society",tin00111,Enterprises having received orders online (at least 1%) - % of enterprises
"Science, technology, digital society",tin00110,Share of enterprises' turnover on e-commerce
"Science, technology, digital society",tin00116,"Share of enterprises using any business software (ERP, CRM or"
"Science, technology, digital society",isoc_sks_itspt,Employed information and communications technology (ICT) specialists
"Science, technology, digital society",isoc_sks_itsps,Employed information and communications technology (ICT) specialists by sex
"Science, technology, digital society",isoc_sks_itspa,Employed information and communications technology (ICT) specialists by age
"Science, technology, digital society",isoc_ski_itsex,Employed persons with information and communications technology (ICT) education by sex
"Science, technology, digital society",isoc_sk_oja2,Distribution by occupation (ISCO-08) of the labour market demand for ICT specialists in online job advertisements - experimental statistics
"Science, technology, digital society",isoc_bde15ag,Percentage of the ICT sector in Gross value added
"Science, technology, digital society",tin00074,Percentage of the ICT sector in Gross value added
"Science, technology, digital society",isoc_bde15ap,Percentage of the ICT sector personnel in total employment
"Science, technology, digital society",tin00085,Percentage of the ICT sector personnel in total employment
"Science, technology, digital society",tin00086,Percentage change of value added by ICT sector at current prices
"Science, technology, digital society",isoc_cbs,Broadband internet coverage by speed
"Science, technology, digital society",sdg_17_60,"High-speed internet coverage, by type of area"
Macroeconomic imbalance procedure indicators,tipsbp10,Current account balance - 3 year average
Macroeconomic imbalance procedure indicators,tipsii10,Net international investment position - annual data
Macroeconomic imbalance procedure indicators,tipser10,"Real effective exchange rate - percentage changes, 42 trading partners"
Macroeconomic imbalance procedure indicators,tipslm10,Nominal unit labour cost per hour worked
Macroeconomic imbalance procedure indicators,tipsgo10,"General government gross debt (EDP concept), consolidated - annual data"
Macroeconomic imbalance procedure indicators,tipspd22,"Household debt including non-profit institutions serving households, consolidated"
Macroeconomic imbalance procedure indicators,tipspd30,"Non-financial corporations debt, consolidated - % of GDP"
Macroeconomic imbalance procedure indicators,tipsho20,"House price index, nominal - annual data"
Macroeconomic imbalance procedure indicators,tipsun20,Unemployment rate - annual data
Macroeconomic imbalance procedure indicators,tipslm60,Labour force participation rate
Macroeconomic imbalance procedure indicators,tipsbp20,Current account balance - annual data
Macroeconomic imbalance procedure indicators,tipsbp18,Financial account - annual data
Macroeconomic imbalance procedure indicators,tipsbp90,"Direct investment liabilities (flows) - annual data, % of GDP"
Macroeconomic imbalance procedure indicators,tipsbp100,"Direct investment liabilities (stocks) - annual data, % of GDP"
Macroeconomic imbalance procedure indicators,tipsbp22,"Direct investment abroad, main components - annual data, million units of national currency"
Macroeconomic imbalance procedure indicators,tipsbp17,Capital account - annual data
Macroeconomic imbalance procedure indicators,tipsbp70,Net Lending/Borrowing (current and capital account) - annual data
Macroeconomic imbalance procedure indicators,tipsii12,"Direct investment - annual data, million units of national currency"
Macroeconomic imbalance procedure indicators,tipsii15,"Portfolio investment - annual data, million units of national currency"
Macroeconomic imbalance procedure indicators,tipsii18,"Financial derivatives and employee stock options - annual data, million units of national currency"
Macroeconomic imbalance procedure indicators,tipsii21,"Other investment - annual data, million units of national currency"
Macroeconomic imbalance procedure indicators,tipsii40,"Net international investment position - quarterly data, % of GDP"
Macroeconomic imbalance procedure indicators,tipser11,Nominal effective exchange rate - 42 trading partners
Macroeconomic imbalance procedure indicators,tipser20,Real effective exchange rate - euro area trading partners
Macroeconomic imbalance procedure indicators,tipslm50,Unit labour cost performance related to the euro area - annual data
Macroeconomic imbalance procedure indicators,tipser12,Nominal effective exchange rate - euro area trading partners
Macroeconomic imbalance procedure indicators,tipser13,"Real effective exchange rate - index, 42 trading partners"
Macroeconomic imbalance procedure indicators,tipsii20,"Net external debt - annual data, % of GDP"
Macroeconomic imbalance procedure indicators,tipsii30,"Net external debt - quarterly data, % of GDP"
Macroeconomic imbalance procedure indicators,tipsii50,Net international investment position excluding non-defaultable instruments - % of GDP
Macroeconomic imbalance procedure indicators,tipsex11,Export market shares by items - 1 year % change
Macroeconomic imbalance procedure indicators,tipsex20,Export market shares by items - % of world total
Macroeconomic imbalance procedure indicators,tipsex13,Export market shares in volume
Macroeconomic imbalance procedure indicators,tipsex10,Export market shares - 3 years % change
Macroeconomic imbalance procedure indicators,tipsen10,Net trade balance of energy products - % of GDP
Macroeconomic imbalance procedure indicators,tipsna30,Terms of trade by items - 5 years % change
Macroeconomic imbalance procedure indicators,tipsex12,"Exports of high technology products as a share of total exports, SITC Rev. 4 - %"
Macroeconomic imbalance procedure indicators,tipsfs10,"financial sector liabilities, non-consolidated - annual data"
Macroeconomic imbalance procedure indicators,tipsfs20,"Financial sector leverage, debt to equity, non-consolidated - %"
Macroeconomic imbalance procedure indicators,tipsfs30,"financial sector liabilities, consolidated"
Macroeconomic imbalance procedure indicators,tipsbd10,"Gross non-performing loans, domestic and foreign entities - % of gross loans"
Macroeconomic imbalance procedure indicators,tipsbd20,"Consolidated banking leverage, domestic and foreign entities (asset-to-equity multiple)"
Macroeconomic imbalance procedure indicators,tipsbd30,Tier-1 capital ratio banking sector
Macroeconomic imbalance procedure indicators,tipsbd40,Return on equity of banks
Macroeconomic imbalance procedure indicators,tipspd10,"Private sector debt, non-consolidated"
Macroeconomic imbalance procedure indicators,tipspd13,"Private sector debt: debt securities by sectors, non-consolidated - % of GDP"
Macroeconomic imbalance procedure indicators,tipspd14,"Private sector debt: debt securities by sectors, non-consolidated - million units of national currency"
Macroeconomic imbalance procedure indicators,tipspd15,"Private sector debt: loans, by sectors, non-consolidated - % of GDP"
Macroeconomic imbalance procedure indicators,tipspd16,"Private sector debt: loans by sectors, non-consolidated - million units of national currency"
Macroeconomic imbalance procedure indicators,tipspd20,"Private sector debt, consolidated - % of GDP"
Macroeconomic imbalance procedure indicators,tipspd23,"Private sector debt: debt securities, by sectors, consolidated - % of GDP"
Macroeconomic imbalance procedure indicators,tipspd24,"Private sector debt: debt securities, by sectors, consolidated - million units of national currency"
Macroeconomic imbalance procedure indicators,tipspd25,"Private sector debt: loans, by sectors, consolidated - % of GDP"
Macroeconomic imbalance procedure indicators,tipspd26,"Private sector debt: loans, by sectors, consolidated - million units of national currency"
Macroeconomic imbalance procedure indicators,tipspc10,"Private sector credit flow, non-consolidated"
Macroeconomic imbalance procedure indicators,tipspc13,"Private sector credit flow: debt securities by sectors, non-consolidated - % of GDP"
Macroeconomic imbalance procedure indicators,tipspc14,"Private sector credit flow: debt securities by sectors, non-consolidated - million units of national currency"
Macroeconomic imbalance procedure indicators,tipspc15,"Private sector credit flow: loans by sectors, non-consolidated - % of GDP"
Macroeconomic imbalance procedure indicators,tipspc16,"Private sector credit flow: loans by sectors, non-consolidated - million units of national currency"
Macroeconomic imbalance procedure indicators,tipspc20,"Private sector credit flow, consolidated - % GDP"
Macroeconomic imbalance procedure indicators,tipspc23,"Private sector credit flow: debt securities by sectors, consolidated - % of GDP"
