code,type,breadcrumb
tet00038,table,"Database by themes > International trade > International trade in goods > International trade in goods - aggregated data > International trade in goods - long-term indicators > International trade > International trade of EFTA and enlargement countries > International trade of EFTA and enlargement countries, by reporting country, total product"
crim_pris_ctz,dataset,Database by themes > Population and social conditions > Crime and criminal justice > Prison and prisoner characteristics > Prisoners by citizenship
sdg_06_10,table,"Cross cutting topics > Tables on EU policy > Sustainable development indicators > Replaced EU SDG indicators > Replaced 2025 EU SDG indicators > Population having neither a bath, nor a shower, nor indoor flushing toilet in their household by poverty status"
sbs_pen_7b2,dataset,"Database by themes > Industry, trade and services > Business structure and dynamics > Structural business statistics > Structural business statistics - historical data > SBS - services - historical data > Financial services statistics > Statistics on pension funds > Autonomous pension funds - number of enterprises by size class of members (1997-2012)"
tessi170,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social inclusion and social policy indicators > Social inclusion portfolio > Secondary indicators > Overcrowding rate > Overcrowding rate by sex - EU-SILC survey
sdg_06_60,dataset,"Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 6 - Clean water and sanitation > Water exploitation index, plus (WEI+)"
qoe_ewcs_7b4,dataset,Cross cutting topics > Cross cutting topics > Quality of employment > Employment-related relationships and work motivation > Work motivation > Employed persons having to work at very high speed or to tight deadlines by sex and age
isoc_ski_itsex,dataset,"Database by themes > Science, technology, digital society > Digital economy and society > Digital skills > ICT training > ----- > Employed persons with information and communications technology (ICT) education by sex"
gbv_npv_occ,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Gender based violence against women > Violence by non-partner since the age of 15 > Women who have experienced violence by a non-partner, by occurrence of the last episode"
sdg_13_50,dataset,Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 13 - Climate action > Contribution to the international 100bn USD commitment on climate related expending
sdg_10_30,table,Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 1 - No poverty > Relative median at-risk-of-poverty gap
teiet060,table,Database by themes > International trade > International trade in goods > International trade in goods - aggregated data > International trade in goods - short-term indicators > Euro area trade by SITC product group > Exports of goods - other manufactured products
tran_hv_frmod,dataset,"Database by themes > Transport > Modal split, intermodal transport and transport performance relative to GDP > Modal split of transport > Modal split of inland freight transport"
teina430_r2,table,Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > National accounts > Gross value added > Gross value added - NACE Rev. 2: K - volumes
enpe_isoc_ci_in_h,dataset,"Database by themes > General and regional statistics > Non EU countries > Eastern European Neighbourhood Policy countries (ENP-East) > Research and development, digital society > Digital society > Percentage of households having internet access at home - ENP-East countries"
tag00047,table,"Database by themes > Agriculture, forestry and fisheries > Agriculture > Crop production > Crop production > Crop production in EU standard humidity (from 2000 onwards) > Crop production in EU standard humidity > Wheat and spelt by area, production and humidity"
educ_uoe_lang03,dataset,Database by themes > Population and social conditions > Education and training > Languages > Language learning > Average number of foreign languages studied per pupil by education level
ilc_di11g,dataset,Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > Inequality > Income inequality > Effect of taxes on income quintile share ratio S80/S20
rail_tf_ns15_dk,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2015) > Train traffic on the rail network - Denmark (2015)
isoc_sks_itspt,dataset,"Database by themes > Science, technology, digital society > Digital economy and society > Digital skills > ICT specialists > ICT specialists in employment > Employed information and communications technology (ICT) specialists"
